,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,sample,geo_loc_name,ww_population,ww_sample_duration,ww_sample_matrix,isolation_source,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,fasta_file,collection_site_id,sequenced_by,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,purpose_of_ww_sampling,concentration_method,extraction_method,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,ww_processing_protocol,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,geo_loc_ENA,site id
SRR25657357,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657357,SRX21383440,,USA: New York,1068012.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nz,9354.Q,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,nVDrfBmbKDBc
SRR25657473,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657473,SRX21383325,,USA: New Hampshire,25000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nh,9384.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ftztdAe844dd
SRR25657381,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657381,SRX21383416,,USA: Hawaii,700000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8270.AG,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,cj3bDp9jRnVu
SRR25657415,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657415,SRX21383383,,USA: Washington,288000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,wa,10796.I,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,S7EA4vWYuVDA
SRR25657481,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657481,SRX21383317,,USA: Massachusetts,180000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ma,10888.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ZmseN38WLTVH
SRR25657389,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657389,SRX21383408,,USA: New York,198128.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nz,9354.U,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,kLXo6jTybWk7
SRR25657489,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657489,SRX21383309,,USA: Kansas,42235.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ks,7747.Z,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,gBpxDxpKo3aS
SRR25657366,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657366,SRX21383431,,USA: Kansas,66377.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ks,7746.AH,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,gaNh52fdj6nv
SRR25657472,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657472,SRX21383326,,USA: Indiana,60000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,in,11181.C,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,5SgaXQuzbQzP
SRR25657388,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657388,SRX21383409,,USA: New York,244918.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nz,9354.T,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,VLjrmTPkVaph
SRR25657361,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657361,SRX21383436,,USA: Indiana,67500.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,in,8377.D,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,GxzkGFMUdGbM
SRR25657372,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657372,SRX21383425,,USA: California,230000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ca,10992.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,KNE6bMKx5cqi
SRR25657376,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657376,SRX21383421,,USA: Mississippi,299574.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ms,10221.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,jnHMyvsEpmxK
SRR25657456,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657456,SRX21383342,,USA: Hawaii,59000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,10794.Q,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,f4k9jtMfbKQn
SRR25657371,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657371,SRX21383426,,USA: Texas,140000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tx,10894.C,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ZKTYxFPCK7dd
SRR25657484,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657484,SRX21383314,,USA: South Dakota,80000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,sd,10486.J,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,5kzbLDPJuQg6
SRR25657478,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657478,SRX21383320,,USA: Kansas,40000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ks,10816.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,HUgABvD4UaHN
SRR25657533,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657533,SRX21383265,,USA: Tennessee,52000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tn,8560.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,oGounECky64U
SRR25657264,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657264,SRX21383168,,USA: Pennsylvania,16000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,pa,7464.M,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,9M7meWSPHrfT
SRR25657466,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657466,SRX21383332,,USA: Indiana,28350.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,in,8377.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,eT5nBKXwWqf7
SRR25657520,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657520,SRX21383278,,USA: Washington,800,22,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,wa,10944.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,5iST3iXYPEzq
SRR25657418,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657418,SRX21383380,,USA: New York,596326.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nz,9354.P,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,gNns4edpBYjC
SRR25657373,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657373,SRX21383335,,USA: Indiana,98000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,in,10713.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,2qgBBj9cQW4H
SRR25657355,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657355,SRX21383442,,USA: New York,848328.0,21,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nz,9358.Z,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,mgMDHxka2ePw
SRR25657448,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657448,SRX21383350,,USA: Pennsylvania,41000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,pa,8336.H,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,NxqxxeHzPkL2
SRR25657444,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657444,SRX21383354,,USA: Hawaii,5000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8577.J,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,7nsDmCncG4iX
SRR25657477,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657477,SRX21383321,,USA: Nevada,984000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nv,8548.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,bb5ZHYCzuCLH
SRR25657463,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657463,SRX21383307,,USA: Hawaii,20800.0,22,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8270.AF,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ZLYnFS4rqWBX
SRR25657500,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657500,SRX21383298,,USA: Hawaii,300000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8270.AH,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,4ZBqFcXFawNE
SRR25657387,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657387,SRX21383410,,USA: Texas,20000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tx,10968.D,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,neraMoGvKQSZ
SRR25657534,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657534,SRX21383264,,USA: Texas,436000.0,22,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tx,8228.G,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,WtZdBFZCrDRc
SRR25657515,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657515,SRX21383283,,USA: New York,588772.0,21,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nz,9358.Y,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,VvryaaQFSPRD
SRR25657362,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657362,SRX21383435,,USA: Hawaii,10000.0,26,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8590.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,jf7XBf2u9aCf
SRR25657437,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657437,SRX21383361,,USA: Texas,142000.0,26,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tx,10834.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,SowUQaEgaJUj
SRR25657392,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657392,SRX21383405,,USA: Hawaii,48519.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8270.AJ,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,9cRX5rQR7JHT
SRR25657549,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657549,SRX21383249,,USA: Connecticut,22000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ct,10870.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,jYtR6LiLPVFY
SRR25657487,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657487,SRX21383311,,USA: Oklahoma,11500.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ok,8629.C,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,X9oGEV39B59V
SRR25657541,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657541,SRX21383257,,USA: Montana,3000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,mt,11060.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,EV7beu73VoHr
SRR25657365,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657365,SRX21383432,,USA: Arkansas,32043.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ar,9373.AB,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,KbGNDm44pso7
SRR25657525,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657525,SRX21383273,,USA: Illinois,240000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,il,11158.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,GqncDDawwjwF
SRR25657257,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657257,SRX21383175,,USA: Pennsylvania,25000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,pa,6343.C,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,VrjtoECd7drt
